,Year,Season,Player,Pos,Age,Tm,G,GS,TOV,PF,PTS
352,1993,regular,Ricky Pierce,Shooting Guard,34,SEA,51,0,1.3,1.6,14.5
353,1993,regular,Ed Pinckney,Power Forward,30,BOS,76,35,0.8,1.7,5.2
354,1993,regular,Scottie Pippen*,Small Forward,28,CHI,72,72,3.2,3.2,22.0
355,1993,regular,Olden Polynice,Center,29,TOT,68,65,1.1,2.8,11.6
358,1993,regular,Terry Porter,Point Guard,30,POR,77,34,2.2,1.7,13.1
359,1993,regular,Brent Price,Point Guard,25,WSB,65,13,1.8,1.8,6.2
360,1993,regular,Mark Price,Point Guard,29,CLE,76,73,2.5,1.2,17.3
361,1993,regular,Kurt Rambis,Power Forward,35,LAL,50,1,0.5,1.8,3.3
362,1993,regular,Mark Randall,Power Forward,26,DEN,28,0,0.4,0.6,2.1
363,1993,regular,Dino Rađa*,Power Forward,26,BOS,80,47,1.9,3.5,15.1
364,1993,regular,J.R. Reid,Power Forward,25,SAS,70,11,1.2,2.4,9.0
365,1993,regular,Glen Rice,Small Forward,26,MIA,81,81,1.6,2.3,21.1
366,1993,regular,Pooh Richardson,Point Guard,27,IND,37,25,2.4,2.1,10.0
367,1993,regular,Mitch Richmond*,Shooting Guard,28,SAC,78,78,2.8,2.7,23.4
368,1993,regular,Isaiah Rider,Shooting Guard,22,MIN,79,60,2.8,2.5,16.6
369,1993,regular,Eric Riley,Center,23,HOU,47,2,0.3,0.6,1.9
370,1993,regular,Doc Rivers,Point Guard,32,NYK,19,19,1.5,2.3,7.5
371,1993,regular,Stanley Roberts,Center,23,LAC,14,14,1.7,3.9,7.4
372,1993,regular,Clifford Robinson,Center,27,POR,82,64,2.1,3.2,20.1
373,1993,regular,David Robinson*,Center,28,SAS,80,80,3.2,2.9,29.8
374,1993,regular,James Robinson,Point Guard,23,POR,58,3,0.9,1.2,4.8
375,1993,regular,Larry Robinson,Shooting Guard,26,HOU,6,0,1.7,1.3,4.2
376,1993,regular,Rumeal Robinson,Point Guard,27,TOT,31,0,1.4,1.5,4.2
379,1993,regular,Dennis Rodman*,Power Forward,32,SAS,79,51,1.7,2.9,4.7
380,1993,regular,Rodney Rogers,Small Forward,22,DEN,79,14,1.7,2.5,8.1
381,1993,regular,Tree Rollins,Center,38,ORL,45,1,0.3,1.2,1.7
382,1993,regular,Sean Rooks,Center,24,DAL,47,28,1.7,2.3,11.4
383,1993,regular,Donald Royal,Small Forward,27,ORL,74,0,1.0,1.6,7.4
384,1993,regular,Bryon Russell,Small Forward,23,UTA,67,48,0.8,2.1,5.0
385,1993,regular,John Salley,Power Forward,29,MIA,76,45,1.2,3.4,7.7
386,1993,regular,Danny Schayes,Center,34,TOT,36,6,0.6,1.3,2.4
389,1993,regular,Steve Scheffler,Center,26,SEA,35,1,0.2,0.7,2.1
390,1993,regular,Dwayne Schintzius,Center,25,NJN,30,7,0.4,1.6,2.3
391,1993,regular,Detlef Schrempf,Small Forward,31,SEA,81,80,2.1,3.4,15.0
392,1993,regular,Byron Scott,Shooting Guard,32,IND,67,2,1.5,1.2,10.4
393,1993,regular,Dennis Scott,Small Forward,25,ORL,82,37,1.1,2.0,12.8
394,1993,regular,Malik Sealy,Small Forward,23,IND,43,5,1.2,2.0,6.6
395,1993,regular,Rony Seikaly,Center,28,MIA,72,60,2.7,3.9,15.1
396,1993,regular,Brian Shaw,Shooting Guard,27,MIA,77,52,2.2,2.5,9.0
397,1993,regular,Lionel Simmons,Small Forward,25,SAC,75,74,2.4,2.5,15.1
398,1993,regular,Scott Skiles,Point Guard,29,ORL,82,46,2.4,2.1,9.9
399,1993,regular,Charles Smith,Small Forward,28,NYK,43,21,1.5,3.3,10.4
400,1993,regular,Chris Smith,Point Guard,23,MIN,80,16,1.3,1.6,5.9
401,1993,regular,Doug Smith,Power Forward,24,DAL,79,42,1.2,3.6,8.8
402,1993,regular,Kenny Smith,Point Guard,28,HOU,78,78,1.6,1.6,11.6
403,1993,regular,LaBradford Smith,Shooting Guard,24,TOT,66,2,0.8,1.5,5.0
406,1993,regular,Reggie Smith,Power Forward,23,POR,43,9,0.3,1.1,1.8
407,1993,regular,Steve Smith,Shooting Guard,24,MIA,78,77,2.6,2.8,17.3
408,1993,regular,Tony Smith,Shooting Guard,25,LAL,73,31,1.0,1.8,8.8
409,1993,regular,Rik Smits,Center,27,IND,78,75,1.9,3.6,15.7
410,1993,regular,Andre Spencer,Small Forward,29,TOT,28,1,0.8,1.5,5.7
413,1993,regular,Elmore Spencer,Center,24,LAC,76,63,2.2,2.7,8.9
414,1993,regular,Felton Spencer,Center,26,UTA,79,79,1.6,3.8,8.6
415,1993,regular,Latrell Sprewell,Shooting Guard,23,GSW,82,82,2.8,1.9,21.0
416,1993,regular,John Starks,Shooting Guard,28,NYK,59,54,3.1,3.2,19.0
417,1993,regular,Larry Stewart,Small Forward,25,WSB,3,0,0.7,1.3,4.3
418,1993,regular,Bryant Stith,Shooting Guard,23,DEN,82,82,1.6,2.0,12.5
419,1993,regular,John Stockton*,Point Guard,31,UTA,82,82,3.2,2.9,15.1
420,1993,regular,Rod Strickland,Point Guard,27,POR,82,58,3.1,2.1,17.2
421,1993,regular,Derek Strong,Power Forward,25,MIL,67,11,0.9,1.0,6.6
422,1993,regular,Isiah Thomas*,Point Guard,32,DET,58,56,3.5,2.2,14.8
423,1993,regular,Kevin Thompson,Center,22,POR,14,0,0.4,0.8,0.9
424,1993,regular,LaSalle Thompson,Center,32,IND,30,1,0.8,2.0,2.3
425,1993,regular,Otis Thorpe,Power Forward,31,HOU,82,82,2.3,3.1,14.0
426,1993,regular,Sedale Threatt,Point Guard,32,LAL,81,20,1.3,2.3,11.9
427,1993,regular,Wayman Tisdale,Power Forward,29,SAC,79,77,1.6,3.7,16.7
428,1993,regular,Tom Tolbert,Small Forward,28,LAC,49,6,0.8,1.2,3.8
429,1993,regular,Sedric Toney,Point Guard,31,CLE,12,0,0.4,0.7,0.5
430,1993,regular,Keith Tower,Center,23,ORL,11,0,0.0,0.5,0.7
431,1993,regular,Jeff Turner,Power Forward,31,ORL,68,51,1.1,3.5,6.6
432,1993,regular,Nick Van Exel,Point Guard,22,LAL,81,80,1.8,1.9,13.6
433,1993,regular,Loy Vaught,Power Forward,25,LAC,75,56,1.3,2.9,11.7
434,1993,regular,Kenny Walker,Small Forward,29,WSB,73,4,0.6,2.1,4.8
435,1993,regular,Rex Walters,Shooting Guard,23,NJN,48,0,0.6,0.9,3.4
436,1993,regular,Clarence Weatherspoon,Small Forward,23,PHI,82,82,2.4,1.9,18.4
437,1993,regular,Spud Webb,Point Guard,30,SAC,79,62,2.1,2.3,12.7
438,1993,regular,Chris Webber,Center,20,GSW,76,76,2.7,3.3,17.5
439,1993,regular,Bill Wennington,Center,30,CHI,76,0,1.0,2.8,7.1
440,1993,regular,Matt Wenstrom,Center,23,BOS,11,0,0.4,0.6,1.6
441,1993,regular,David Wesley,Point Guard,23,NJN,60,0,0.9,0.8,3.1
442,1993,regular,Doug West,Shooting Guard,26,MIN,72,61,1.9,3.3,14.7
443,1993,regular,Mark West,Center,33,PHO,82,50,0.9,2.6,4.7
444,1993,regular,Ennis Whatley,Point Guard,31,ATL,82,1,1.0,1.1,3.6
445,1993,regular,Randy White,Power Forward,26,DAL,18,3,1.0,2.6,6.4
446,1993,regular,Chris Whitney,Point Guard,22,SAS,40,4,0.9,1.3,1.8
447,1993,regular,Morlon Wiley,Point Guard,27,TOT,16,0,1.1,1.3,1.3
450,1993,regular,Dominique Wilkins*,Small Forward,34,TOT,74,74,2.3,1.7,26.0
453,1993,regular,Gerald Wilkins,Shooting Guard,30,CLE,82,82,1.6,2.3,14.3
454,1993,regular,Aaron Williams,Power Forward,22,UTA,6,0,0.2,0.7,0.7
455,1993,regular,Buck Williams,Power Forward,33,POR,81,81,1.4,3.0,9.7
456,1993,regular,Corey Williams,Point Guard,23,MIN,4,0,0.5,1.5,2.8
457,1993,regular,Herb Williams,Center,35,NYK,70,3,0.6,1.5,3.3
458,1993,regular,Hot Rod Williams,Power Forward,31,CLE,76,72,1.8,2.9,13.7
459,1993,regular,Jayson Williams,Power Forward,25,NJN,70,0,0.5,2.0,4.6
460,1993,regular,John Williams,Small Forward,27,LAC,34,6,1.0,2.5,5.6
461,1993,regular,Kenny Williams,Small Forward,24,IND,68,1,0.7,1.5,6.3
462,1993,regular,Lorenzo Williams,Power Forward,24,TOT,38,11,0.6,2.4,2.9
466,1993,regular,Micheal Williams,Point Guard,27,MIN,71,66,2.9,2.7,13.7
467,1993,regular,Reggie Williams,Small Forward,29,DEN,82,68,2.0,3.5,13.0
468,1993,regular,Scott Williams,Center,25,CHI,38,11,1.2,2.9,7.6
469,1993,regular,Walt Williams,Small Forward,23,SAC,57,4,2.5,3.5,11.2
470,1993,regular,Kevin Willis,Power Forward,31,ATL,80,80,2.4,3.1,19.1
471,1993,regular,Trevor Wilson,Power Forward,25,TOT,57,13,1.6,2.2,8.2
474,1993,regular,David Wingate,Shooting Guard,30,CHH,50,36,1.1,1.7,6.2
475,1993,regular,David Wood,Power Forward,29,DET,78,3,0.4,2.6,4.1
476,1993,regular,Randy Woods,Point Guard,23,LAC,40,0,0.9,1.0,3.6
477,1993,regular,Orlando Woolridge,Small Forward,34,PHI,74,1,1.9,2.5,12.7
478,1993,regular,Haywoode Workman,Point Guard,28,IND,65,52,2.3,2.3,7.7
479,1993,regular,James Worthy*,Small Forward,32,LAL,80,2,1.2,1.0,10.2
480,1993,regular,Luther Wright,Center,22,UTA,15,2,0.4,1.4,1.3
671,1994,regular,Rafael Addison,Small Forward,30,DET,79,16,1.0,3.0,8.3
674,1994,regular,Derrick Alston,Center,22,PHI,64,1,0.8,1.7,4.7
681,1994,regular,Darrell Armstrong,Point Guard,26,ORL,3,0,0.3,1.0,3.3
691,1994,regular,Sergei Bazarevich,Point Guard,29,ATL,10,0,0.7,1.0,3.0
693,1994,regular,Elmer Bennett,Point Guard,24,CLE,4,0,0.8,0.8,3.8
696,1994,regular,James Blackwell,Point Guard,26,TOT,13,0,0.4,0.6,1.4
711,1994,regular,Tim Breaux,Small Forward,24,HOU,42,2,0.4,0.6,3.0
726,1994,regular,Adrian Caldwell,Power Forward,28,HOU,7,0,0.1,0.9,0.7
738,1994,regular,Chris Childs,Point Guard,27,NJN,53,11,1.4,2.2,5.8
742,1994,regular,Steve Colter,Point Guard,32,CLE,57,7,0.6,0.9,3.4
747,1994,regular,Corey Crowder,Small Forward,25,SAS,7,0,0.3,0.1,0.9
749,1994,regular,Bill Curley,Power Forward,22,DET,53,1,0.5,2.4,2.7
754,1994,regular,Yinka Dare,Center,22,NJN,1,0,1.0,2.0,0.0
760,1994,regular,Tony Dawson,Small Forward,27,BOS,2,0,1.0,2.0,4.0
766,1994,regular,James Donaldson,Center,37,UTA,43,40,0.5,1.5,2.6
775,1994,regular,Richard Dumas,Small Forward,25,PHO,15,1,0.6,1.5,5.5
776,1994,regular,Tony Dumas,Shooting Guard,22,DAL,58,0,0.9,1.3,4.6
777,1994,regular,Pat Durham,Small Forward,27,MIN,59,2,0.8,1.9,5.1
778,1994,regular,Ledell Eackles,Shooting Guard,28,MIA,54,6,1.0,1.6,7.3
787,1994,regular,Howard Eisley,Point Guard,22,TOT,49,4,1.0,1.7,2.4
800,1994,regular,Matt Fish,Center,25,LAC,26,8,1.1,2.7,4.7
810,1994,regular,Winston Garland,Point Guard,30,MIN,73,58,1.4,2.5,6.1
814,1994,regular,Tate George,Shooting Guard,26,MIL,3,0,0.7,0.3,1.3
818,1994,regular,Ron Grandison,Power Forward,30,NYK,2,0,0.0,1.0,1.0
819,1994,regular,Brian Grant,Power Forward,22,SAC,80,59,2.0,3.5,13.2
821,1994,regular,Greg Grant,Point Guard,28,DEN,14,0,1.0,1.4,2.2
834,1994,regular,Darrin Hancock,Small Forward,23,CHH,46,7,0.7,1.0,3.3
836,1994,regular,Tim Hardaway,Point Guard,28,GSW,62,62,3.5,2.5,20.1
837,1994,regular,Jerome Harmon,Shooting Guard,25,PHI,10,0,0.7,1.2,4.6
847,1994,regular,Sean Higgins,Small Forward,26,NJN,57,7,0.6,1.6,4.7
848,1994,regular,Grant Hill*,Small Forward,22,DET,70,69,2.9,2.9,19.9
855,1994,regular,Tom Hovasse,Small Forward,28,ATL,2,0,0.0,0.5,0.0
856,1994,regular,Juwan Howard,Power Forward,21,WSB,65,52,2.6,3.6,17.0
870,1994,regular,Askia Jones,Shooting Guard,23,MIN,11,0,0.8,1.7,4.1
872,1994,regular,Eddie Jones,Shooting Guard,23,LAL,64,58,1.2,2.7,14.0
874,1994,regular,Michael Jordan*,Shooting Guard,31,CHI,17,17,2.1,2.8,26.9
879,1994,regular,Randolph Keys,Small Forward,28,LAL,6,0,0.3,2.7,3.3
880,1994,regular,Jason Kidd*,Point Guard,21,DAL,79,79,3.2,1.8,11.7
895,1994,regular,Antonio Lang,Small Forward,22,PHO,12,0,0.4,0.9,0.9
897,1994,regular,Doug Lee,Shooting Guard,30,SAC,22,0,0.2,0.8,2.0
900,1994,regular,Cliff Levingston,Power Forward,34,DEN,57,0,0.4,1.6,2.3
901,1994,regular,Alton Lister,Center,36,MIL,60,32,0.6,2.4,2.8
907,1994,regular,Ryan Lorthridge,Shooting Guard,22,GSW,37,2,1.5,1.1,7.4
918,1994,regular,Šarūnas Marčiulionis*,Shooting Guard,30,SEA,66,4,1.5,1.9,9.3
919,1994,regular,Donyell Marshall,Small Forward,21,TOT,72,31,1.6,2.2,12.6
923,1994,regular,Darrick Martin,Point Guard,23,MIN,34,9,1.8,2.6,7.5
926,1994,regular,Tony Massenburg,Center,27,LAC,80,50,1.5,3.2,9.3
929,1994,regular,George McCloud,Small Forward,27,DAL,42,3,1.0,1.7,9.6
931,1994,regular,Jim McIlvaine,Center,22,WSB,55,0,0.3,1.7,1.7
933,1994,regular,Aaron McKie,Shooting Guard,22,POR,45,20,0.9,2.2,6.5
936,1994,regular,Anthony Miller,Power Forward,23,LAL,46,1,0.8,1.7,4.1
942,1994,regular,Greg Minor,Shooting Guard,23,BOS,63,8,0.7,1.4,6.0
944,1994,regular,Eric Mobley,Center,24,MIL,46,26,0.5,1.4,3.9
945,1994,regular,Eric Montross,Center,23,BOS,78,75,1.4,3.8,10.0
947,1994,regular,Dwayne Morton,Point Guard,23,GSW,41,6,0.7,1.1,4.1
952,1994,regular,Lamond Murray,Small Forward,21,LAC,81,61,2.0,2.2,14.1
958,1994,regular,Ivano Newbill,Small Forward,24,DET,34,0,0.4,1.8,1.2
961,1994,regular,Julius Nwosu,Center,23,SAS,23,0,0.4,0.9,1.3
965,1994,regular,Brian Oliver,Shooting Guard,26,WSB,6,0,0.5,1.3,2.3
979,1994,regular,Wesley Person,Shooting Guard,23,PHO,78,56,1.0,1.9,10.4
980,1994,regular,Derrick Phelps,Point Guard,22,SAC,3,0,0.0,1.0,0.0
982,1994,regular,Eric Piatkowski,Shooting Guard,24,LAC,81,11,0.8,1.9,7.0
989,1994,regular,Kevin Pritchard,Point Guard,27,TOT,19,0,0.6,1.2,2.3
995,1994,regular,Eldridge Recasner,Shooting Guard,27,DEN,3,0,0.7,0.0,2.0
996,1994,regular,Khalid Reeves,Point Guard,22,MIA,67,17,2.0,2.1,9.2
1006,1994,regular,Fred Roberts,Small Forward,34,CLE,21,0,0.3,1.2,3.8
1009,1994,regular,Glenn Robinson,Small Forward,22,MIL,80,76,3.9,2.9,21.9
1012,1994,regular,Carlos Rogers,Center,23,GSW,49,18,1.7,2.5,8.9
1016,1994,regular,Jalen Rose,Small Forward,22,DEN,81,37,2.0,2.5,8.2
1018,1994,regular,Clifford Rozier,Center,22,GSW,66,34,1.3,3.0,6.8
1019,1994,regular,Trevor Ruffin,Point Guard,24,PHO,49,1,1.0,1.1,4.8
1030,1994,regular,Charles Shackleford,Power Forward,28,MIN,21,2,0.4,2.2,4.5
1033,1994,regular,Dickey Simpkins,Power Forward,22,CHI,59,5,0.8,1.2,3.5
1035,1994,regular,Reggie Slater,Power Forward,24,DEN,25,0,1.0,1.9,4.8
1040,1994,regular,Michael Smith,Power Forward,29,LAC,29,0,0.6,1.4,5.3
1054,1994,regular,Mark Strickland,Power Forward,24,IND,4,0,0.3,0.0,0.8
1057,1994,regular,Greg Sutton,Point Guard,27,CHH,53,4,1.0,2.2,5.0
1058,1994,regular,Aaron Swinson,Small Forward,24,PHO,9,0,0.6,0.9,2.7
1059,1994,regular,Žan Tabak,Center,24,HOU,37,0,0.5,1.0,2.0
1060,1994,regular,Roy Tarpley,Center,30,DAL,55,1,2.0,2.8,12.6
1061,1994,regular,Brooks Thompson,Point Guard,24,ORL,38,2,0.7,1.2,3.1
1070,1994,regular,Anthony Tucker,Small Forward,25,WSB,62,13,0.9,2.1,3.9
1071,1994,regular,Henry Turner,Power Forward,28,SAC,30,0,0.4,0.7,2.3
1073,1994,regular,B.J. Tyler,Point Guard,23,PHI,55,8,1.8,1.1,3.5
1076,1994,regular,Fred Vinson,Shooting Guard,24,ATL,5,0,0.4,0.8,0.8
1079,1994,regular,Charlie Ward,Point Guard,24,NYK,10,0,0.8,0.7,1.6
1080,1994,regular,Jamie Watson,Small Forward,22,UTA,60,1,0.9,1.4,3.3
1102,1994,regular,Monty Williams,Small Forward,23,NYK,41,23,1.0,2.1,3.3
1111,1994,regular,Dontonio Wingfield,Small Forward,20,SEA,20,0,0.4,0.8,2.3
1112,1994,regular,Joe Wolf,Power Forward,30,CHH,63,6,0.3,1.6,1.4
1116,1994,regular,Sharone Wright,Center,22,PHI,79,49,1.9,3.1,11.4
1117,1994,regular,Danny Young,Point Guard,32,MIL,7,0,0.6,1.1,3.4
1306,1995,regular,Cory Alexander,Point Guard,22,SAS,60,0,1.1,1.6,2.8
1307,1995,regular,Jerome Allen,Shooting Guard,23,MIN,41,0,0.8,1.0,2.6
1309,1995,regular,John Amaechi,Power Forward,25,CLE,28,3,1.2,1.8,2.8
1310,1995,regular,Ashraf Amaya,Power Forward,24,VAN,54,34,1.1,2.8,6.3
1327,1995,regular,Steve Bardo,Shooting Guard,27,DET,9,0,0.6,1.9,2.4
1330,1995,regular,Brent Barry,Shooting Guard,24,LAC,79,44,1.5,2.5,10.1
1332,1995,regular,Corey Beck,Point Guard,24,CHH,5,0,0.8,1.6,1.0
1337,1995,regular,Mario Bennett,Small Forward,22,PHO,19,14,0.6,2.4,4.5
1339,1995,regular,Travis Best,Point Guard,23,IND,59,1,1.1,1.4,3.7
1344,1995,regular,Melvin Booker,Point Guard,23,HOU,11,0,1.1,1.6,4.0
1346,1995,regular,Donnie Boyce,Shooting Guard,22,ATL,8,0,0.8,0.3,3.0
1350,1995,regular,Marques Bragg,Power Forward,25,MIN,53,0,0.5,1.3,2.5
1364,1995,regular,Junior Burrough,Power Forward,23,BOS,61,3,0.7,1.2,3.1
1366,1995,regular,Jason Caffey,Power Forward,22,CHI,57,0,0.8,1.6,3.2
1371,1995,regular,Chris Carr,Shooting Guard,21,PHO,60,10,0.7,1.3,4.0
1378,1995,regular,Randolph Childress,Point Guard,23,POR,28,0,1.0,0.8,3.0
1383,1995,regular,Robert Churchwell,Shooting Guard,23,GSW,4,0,0.5,0.3,1.5
1384,1995,regular,Charles Claxton,Center,25,BOS,3,0,0.3,1.3,0.7
1385,1995,regular,John Coker,Center,24,PHO,5,0,0.0,0.2,1.6
1402,1995,regular,Rastko Cvetković,Center,25,DEN,14,0,0.2,0.8,0.7
1403,1995,regular,Sasha Danilović,Shooting Guard,25,MIA,19,18,1.9,2.6,13.4
1408,1995,regular,Mark Davis,Small Forward,22,MIN,57,0,1.2,1.6,3.3
1413,1995,regular,Andrew DeClercq,Center,22,GSW,22,1,0.2,1.4,2.7
1430,1995,regular,Tyus Edney,Point Guard,22,SAC,80,60,2.4,2.5,10.8
1443,1995,regular,Vincenzo Esposito,Point Guard,26,TOR,30,0,1.3,0.9,3.9
1447,1995,regular,Michael Finley,Small Forward,22,PHO,82,72,1.6,2.4,15.0
1452,1995,regular,Sherell Ford,Small Forward,23,SEA,28,1,0.2,1.0,3.2
1458,1995,regular,Kevin Garnett,Small Forward,19,MIN,80,43,1.4,2.4,10.4
1468,1995,regular,Gerald Glass,Small Forward,28,TOT,15,0,0.0,0.7,1.7
1471,1995,regular,Anthony Goldwire,Point Guard,24,CHH,42,8,1.5,1.9,5.5
1490,1995,regular,Thomas Hamilton,Center,20,BOS,11,0,0.8,1.1,2.3
1507,1995,regular,Alvin Heggs,Small Forward,28,HOU,4,0,0.0,0.0,2.0
1508,1995,regular,Alan Henderson,Power Forward,23,ATL,79,4,1.1,2.7,6.4
1516,1995,regular,Fred Hoiberg,Shooting Guard,23,IND,15,1,0.5,0.8,2.1
1529,1995,regular,Darryl Johnson,Point Guard,30,CLE,11,0,0.1,0.3,1.1
1534,1995,regular,Magic Johnson*,Power Forward,36,LAL,32,9,3.2,1.5,14.6
1548,1995,regular,Frankie King,Point Guard,23,LAL,6,0,0.3,0.7,1.2
1549,1995,regular,Jimmy King,Shooting Guard,22,TOR,62,1,1.0,1.2,4.5
1563,1995,regular,Voshon Lenard,Shooting Guard,22,MIA,30,0,0.8,1.0,5.9
1564,1995,regular,Cedric Lewis,Center,26,WSB,3,0,0.0,0.0,1.3
1565,1995,regular,Martin Lewis,Small Forward,20,TOR,16,0,0.9,1.3,4.7
1575,1995,regular,Sam Mack,Small Forward,25,HOU,31,20,0.9,2.4,10.8
1585,1995,regular,Rich Manning,Power Forward,25,VAN,29,0,0.6,1.3,3.7
1587,1995,regular,Donny Marshall,Small Forward,23,CLE,34,0,0.2,0.8,2.3
1589,1995,regular,Cuonzo Martin,Shooting Guard,24,VAN,4,0,0.3,0.3,2.3
1600,1995,regular,Bob McCann,Power Forward,31,WSB,62,0,0.7,1.9,3.0
1602,1995,regular,Clint McDaniel,Shooting Guard,23,SAC,12,0,0.2,0.8,2.5
1603,1995,regular,Antonio McDyess,Power Forward,21,DEN,76,75,2.0,3.3,13.4
1608,1995,regular,Loren Meyer,Center,23,DAL,72,21,0.9,3.1,5.0
1623,1995,regular,Lawrence Moten,Shooting Guard,23,VAN,44,3,1.0,1.2,6.6
1626,1995,regular,Todd Mundt,Center,25,TOT,33,0,0.1,0.9,1.1
1639,1995,regular,Howard Nathan,Point Guard,24,ATL,5,0,1.6,0.4,2.6
1642,1995,regular,Ed O'Bannon,Shooting Guard,23,NJN,64,29,1.0,1.5,6.2
1647,1995,regular,Greg Ostertag,Center,22,UTA,57,10,0.4,1.6,3.6
1655,1995,regular,Cherokee Parks,Center,23,DAL,64,3,0.5,1.6,3.9
1681,1995,regular,Theo Ratliff,Center,22,DET,75,2,0.7,1.9,4.5
1684,1995,regular,Bryant Reeves,Center,22,VAN,77,63,2.0,2.9,13.3
1688,1995,regular,Don Reid,Power Forward,22,DET,69,46,0.6,2.9,3.8
1692,1995,regular,Terrence Rencher,Point Guard,22,TOT,36,1,1.2,1.0,2.9
1695,1995,regular,Shawn Respert,Shooting Guard,23,MIL,62,0,0.7,1.1,4.9
1696,1995,regular,Jerry Reynolds,Small Forward,33,MIL,19,0,0.8,1.1,2.9
1705,1995,regular,Alvin Robertson,Shooting Guard,33,TOR,77,69,2.4,3.5,9.3
1712,1995,regular,Lou Roe,Small Forward,23,DET,49,2,0.3,0.9,1.8
1722,1995,regular,Stefano Rusconi,Power Forward,27,PHO,7,0,0.4,1.4,1.1
1724,1995,regular,Arvydas Sabonis*,Center,31,POR,73,21,2.1,2.9,14.5
1749,1995,regular,Joe Smith,Power Forward,20,GSW,82,82,1.7,2.7,15.3
1757,1995,regular,Eric Snow,Point Guard,22,SEA,43,1,0.9,1.2,2.7
1763,1995,regular,Jerry Stackhouse,Shooting Guard,21,PHI,72,71,3.5,2.5,19.2
1767,1995,regular,Damon Stoudamire,Point Guard,22,TOR,70,70,3.8,2.4,19.0
1770,1995,regular,Bob Sura,Shooting Guard,22,CLE,79,3,1.5,1.6,5.3
1774,1995,regular,Larry Sykes,Power Forward,22,BOS,1,0,1.0,0.0,0.0
1776,1995,regular,Kurt Thomas,Power Forward,23,MIA,74,42,1.3,3.7,9.0
1779,1995,regular,Bob Thornton,Power Forward,33,WSB,7,0,0.1,1.0,0.4
1783,1995,regular,Andy Toolson,Small Forward,30,UTA,13,0,0.2,0.9,1.7
1785,1995,regular,Gary Trent,Power Forward,21,POR,69,10,1.3,1.7,7.5
1788,1995,regular,Logan Vander Velden,Small Forward,24,LAC,15,0,0.0,0.3,0.6
1789,1995,regular,David Vaughn,Power Forward,22,ORL,33,0,0.5,2.1,1.9
1791,1995,regular,Rasheed Wallace,Power Forward,21,WSB,65,51,1.6,3.2,10.1
1802,1995,regular,Jeff Webster,Small Forward,24,WSB,11,0,0.3,0.6,1.6
1804,1995,regular,Robert Werdann,Center,25,NJN,13,0,0.5,1.3,3.0
1808,1995,regular,Dwayne Whitfield,Power Forward,23,TOR,8,1,1.0,1.8,5.0
1812,1995,regular,Eric Williams,Small Forward,23,BOS,64,6,1.4,2.3,10.7
1828,1995,regular,Corliss Williamson,Small Forward,22,SAC,53,3,1.4,2.2,5.6
1847,1995,regular,George Zídek,Center,22,CHH,71,21,0.5,2.4,4.0
2037,1996,regular,Shareef Abdur-Rahim,Power Forward,20,VAN,80,71,2.8,2.5,18.7
2043,1996,regular,Ray Allen*,Shooting Guard,21,MIL,82,81,1.8,2.7,13.4
