,Year,Season,Player,Pos,Age,Tm,G,GS,TOV,PF,PTS
2049,1996,regular,Shandon Anderson,Shooting Guard,23,UTA,65,0,1.1,1.7,5.9
2076,1996,regular,Dexter Boney,Shooting Guard,26,PHO,8,0,0.1,0.4,2.4
2080,1996,regular,Bruce Bowen,Small Forward,25,MIA,1,0,0.0,0.0,0.0
2085,1996,regular,Mark Bradtke,Center,28,PHI,36,0,0.3,0.9,1.6
2093,1996,regular,Marcus Brown,Point Guard,22,POR,21,0,0.6,1.2,3.9
2097,1996,regular,Kobe Bryant,Shooting Guard,18,LAL,71,6,1.6,1.4,7.6
2111,1996,regular,Marcus Camby,Center,22,TOR,63,38,2.1,3.4,14.8
2115,1996,regular,Jimmy Carruth,Power Forward,27,MIL,4,0,0.3,1.0,1.3
2145,1996,regular,Erick Dampier,Center,21,IND,72,21,1.2,2.1,5.1
2154,1996,regular,Ben Davis,Power Forward,24,PHO,20,0,0.2,0.8,1.5
2156,1996,regular,Emanual Davis,Point Guard,28,HOU,13,0,1.3,1.5,5.0
2164,1996,regular,Tony Delk,Point Guard,23,CHH,61,1,1.1,1.2,5.4
2170,1996,regular,Nate Driggers,Shooting Guard,23,BOS,15,0,0.4,0.7,2.4
2190,1996,regular,Brian Evans,Small Forward,23,ORL,14,0,0.1,0.4,1.4
2192,1996,regular,Jamie Feick,Power Forward and Small Forward,22,TOT,41,0,0.8,1.9,3.7
2203,1996,regular,Derek Fisher,Point Guard,22,LAL,80,3,0.9,1.1,3.9
2206,1996,regular,Todd Fuller,Center,22,GSW,75,18,0.7,1.9,4.1
2209,1996,regular,Dean Garrett,Center,30,MIN,68,47,0.5,2.3,8.0
2213,1996,regular,Reggie Geary,Point Guard,23,CLE,39,0,0.4,0.9,1.5
2225,1996,regular,Devin Gray,Power Forward,24,TOT,6,0,0.8,1.8,3.0
2228,1996,regular,Evric Gray,Small Forward,27,NJN,5,0,0.6,1.0,2.6
2236,1996,regular,Darvin Ham,Small Forward,23,TOT,36,3,0.6,1.6,2.3
2239,1996,regular,Steve Hamer,Center,23,BOS,35,3,0.4,1.1,2.2
2249,1996,regular,Othella Harrington,Power Forward,23,HOU,57,1,1.0,2.0,4.8
2253,1996,regular,Michael Hawkins,Point Guard,24,BOS,29,0,1.0,1.4,2.8
2254,1996,regular,Shane Heal,Point Guard,26,MIN,43,0,0.4,0.5,1.7
2256,1996,regular,Mark Hendrickson,Power Forward,22,PHI,29,1,0.5,1.1,2.9
2272,1996,regular,Allen Iverson*,Point Guard,21,PHI,76,74,4.4,3.1,23.5
2309,1996,regular,Kerry Kittles,Shooting Guard,22,NJN,82,57,1.5,2.0,16.4
2314,1996,regular,Travis Knight,Center,22,LAL,71,14,0.7,2.4,4.8
2320,1996,regular,Priest Lauderdale,Center,23,ATL,35,0,1.1,1.1,3.2
2328,1996,regular,Randy Livingston,Point Guard,21,HOU,64,0,1.6,1.7,3.9
2329,1996,regular,Horacio Llamas Grey,Center,23,PHO,20,2,0.6,1.3,1.7
2332,1996,regular,John Long,Shooting Guard,40,TOR,32,0,0.8,0.9,4.0
2340,1996,regular,Matt Maloney,Point Guard,25,HOU,82,82,1.5,1.5,9.4
2345,1996,regular,Stephon Marbury,Point Guard,19,MIN,67,64,3.1,2.4,15.8
2358,1996,regular,Walter McCarty,Power Forward,22,NYK,35,0,0.5,1.1,1.8
2359,1996,regular,Amal McCaskill,Center,23,ORL,17,1,0.6,0.4,1.6
2366,1996,regular,Jeff McInnis,Point Guard,22,DEN,13,0,1.0,1.2,5.0
2398,1996,regular,Martin Müürsepp,Power Forward,22,TOT,42,0,0.4,1.4,3.7
2401,1996,regular,Steve Nash*,Point Guard,22,PHO,65,2,1.0,1.4,3.3
2402,1996,regular,Ruben Nembhard,Power Forward and Small Forward,24,TOT,10,0,0.8,1.2,4.0
2407,1996,regular,Gaylon Nickerson,Shooting Guard,27,TOT,4,0,0.3,0.3,3.8
2411,1996,regular,Moochie Norris,Point Guard,23,VAN,8,0,0.6,0.6,1.5
2415,1996,regular,Jermaine O'Neal,Power Forward,18,POR,45,0,0.6,1.0,4.1
2424,1996,regular,Ray Owes,Power Forward,24,GSW,57,1,0.4,1.5,3.1
2445,1996,regular,Vitaly Potapenko,Center,21,CLE,80,3,1.4,2.7,5.8
2465,1996,regular,Chris Robinson,Shooting Guard,22,VAN,41,6,0.8,2.1,4.6
2478,1996,regular,Roy Rogers,Power Forward,23,VAN,82,50,1.0,2.6,6.6
2481,1996,regular,Malik Rose,Power Forward,22,CHH,54,1,0.8,2.1,3.0
2491,1996,regular,Kevin Salvadori,Center,26,SAC,23,0,0.5,0.7,1.6
2492,1996,regular,Jason Sasser,Small Forward,23,TOT,8,0,0.3,1.4,2.4
2499,1996,regular,Brent Scott,Power Forward,25,IND,16,0,0.3,0.9,1.2
2502,1996,regular,James Scott,Small Forward,24,MIA,8,0,0.3,0.6,0.1
2503,1996,regular,Shawnelle Scott,Center,24,CLE,16,0,0.0,0.4,1.3
2518,1996,regular,Stevin Smith,Shooting Guard,25,DAL,8,0,0.5,1.1,1.8
2529,1996,regular,Matt Steigenga,Small Forward,26,CHI,2,0,1.0,0.5,1.5
2530,1996,regular,Joe Stephens,Power Forward,24,HOU,2,0,1.5,1.5,1.5
2535,1996,regular,Erick Strickland,Shooting Guard,23,DAL,28,15,2.4,2.7,10.6
2540,1996,regular,Brett Szabo,Center,28,BOS,70,24,0.6,1.7,2.2
2542,1996,regular,Carl Thomas,Shooting Guard,27,CLE,19,0,0.3,0.4,1.1
2558,1996,regular,Stojko Vranković,Center,33,MIN,53,35,1.0,2.3,3.4
2559,1996,regular,Antoine Walker,Power Forward,20,BOS,82,68,2.8,3.3,17.5
2560,1996,regular,Samaki Walker,Power Forward,20,DAL,43,12,0.9,1.7,5.0
2561,1996,regular,Ben Wallace,Power Forward,22,WSB,34,0,0.5,0.8,1.1
2562,1996,regular,John Wallace,Small Forward,22,NYK,68,6,1.1,1.5,4.8
2577,1996,regular,Donald Whiteside,Point Guard,27,TOR,27,1,0.6,0.9,2.2
2589,1996,regular,Jerome Williams,Power Forward,23,DET,33,0,0.4,0.5,1.5
2604,1996,regular,Lorenzen Wright,Center,21,LAC,77,51,1.0,2.7,7.3
2609,1996,regular,Aleksandar Đorđević,Shooting Guard,29,POR,8,0,0.6,0.4,3.1
2800,1997,regular,Tariq Abdul-Wahad,Shooting Guard,23,SAC,59,16,1.1,1.4,6.4
2806,1997,regular,Derek Anderson,Small Forward,23,CLE,66,13,1.9,2.1,11.7
2813,1997,regular,Chris Anstey,Center,23,DAL,41,8,1.0,2.3,5.9
2831,1997,regular,Drew Barry,Point Guard,24,ATL,27,0,1.1,1.0,2.1
2833,1997,regular,Tony Battie,Power Forward,21,DEN,65,49,1.5,3.1,8.4
2841,1997,regular,Chauncey Billups,Point Guard,21,TOT,80,70,2.2,2.2,11.2
2849,1997,regular,Etdrick Bohannon,Power Forward,24,IND,5,0,0.6,0.6,0.0
2850,1997,regular,Keith Booth,Small Forward,23,CHI,6,0,0.5,0.5,1.7
2863,1997,regular,Rick Brunson,Point Guard,25,POR,38,10,1.4,1.4,4.3
2881,1997,regular,Kelvin Cato,Center,23,POR,74,8,0.6,2.2,3.8
2892,1997,regular,Keith Closs,Center,21,LAC,58,1,0.7,1.3,4.0
2895,1997,regular,James Collins,Shooting Guard,24,LAC,23,0,0.3,0.5,2.6
2898,1997,regular,James Cotton,Shooting Guard,22,SEA,9,0,0.7,0.3,2.7
2899,1997,regular,Chris Crawford,Power Forward,22,ATL,40,0,0.5,0.7,3.8
2900,1997,regular,Austin Croshere,Power Forward,22,IND,26,0,0.5,1.2,2.9
2905,1997,regular,William Cunningham,Center,23,TOT,7,2,0.0,1.4,1.1
2912,1997,regular,Antonio Daniels,Shooting Guard,22,VAN,74,50,2.2,1.2,7.8
2936,1997,regular,Tim Duncan,Power Forward,21,SAS,82,82,3.4,3.1,21.1
2954,1997,regular,Tony Farmer,Center,28,CHH,27,2,0.3,0.9,2.5
2960,1997,regular,Danny Fortson,Power Forward,21,DEN,80,23,2.0,3.9,10.2
2963,1997,regular,Adonal Foyle,Center,22,GSW,55,1,0.9,1.7,3.0
2965,1997,regular,Lawrence Funderburke,Power Forward,27,SAC,52,1,1.2,1.1,9.5
2966,1997,regular,Chris Garner,Point Guard,22,TOR,38,0,0.7,1.3,1.4
2969,1997,regular,Kiwane Garris,Shooting Guard,23,DEN,28,0,0.5,0.8,2.4
2981,1997,regular,Ed Gray,Shooting Guard,22,ATL,30,3,1.0,2.4,7.6
2987,1997,regular,Derek Grimm,Small Forward,23,SAC,9,0,0.3,0.7,1.6
2992,1997,regular,Reggie Hanson,Small Forward,29,BOS,8,0,0.4,1.0,0.8
3001,1997,regular,Cedric Henderson,Small Forward,22,CLE,82,71,2.0,2.9,10.1
3009,1997,regular,Jerald Honeycutt,Power Forward,23,MIL,38,0,1.3,2.2,6.4
3015,1997,regular,Troy Hudson,Point Guard,21,UTA,8,0,0.1,0.1,1.5
3020,1997,regular,Zydrunas Ilgauskas,Center,22,CLE,82,81,1.8,3.5,13.9
3022,1997,regular,Bobby Jackson,Point Guard,24,DEN,68,53,2.7,2.4,11.6
3029,1997,regular,Anthony Johnson,Point Guard,23,SAC,77,62,1.6,2.4,7.5
3036,1997,regular,Dontae' Jones,Small Forward,22,BOS,15,0,0.7,0.8,2.9
3051,1997,regular,Brevin Knight,Point Guard,22,CLE,80,76,2.4,3.4,9.0
3057,1997,regular,Rusty LaRue,Point Guard,24,CHI,14,0,0.4,0.9,3.5
3059,1997,regular,Jason Lawson,Center,23,ORL,17,0,0.1,0.8,1.5
3091,1997,regular,Michael McDonald,Center,28,CHH,1,0,2.0,1.0,0.0
3093,1997,regular,Tracy McGrady*,Small Forward,18,TOR,64,17,1.0,1.3,7.0
3100,1997,regular,Ron Mercer,Shooting Guard,21,BOS,80,62,1.7,2.7,15.3
3101,1997,regular,Marko Milič,Small Forward,20,PHO,33,0,0.6,0.5,2.8
3125,1997,regular,Jeff Nordgaard,Power Forward,24,MIL,13,0,0.2,0.5,1.4
3126,1997,regular,Charles O'Bannon,Shooting Guard,22,DET,30,0,0.3,0.5,2.1
3133,1997,regular,Kevin Ollie,Point Guard,25,TOT,35,0,1.3,0.9,3.5
3141,1997,regular,Anthony Parker,Shooting Guard,22,PHI,37,0,0.3,0.5,1.9
3156,1997,regular,Scot Pollard,Center,22,DET,33,0,0.4,1.5,2.7
3158,1997,regular,Mark Pope,Small Forward,25,IND,28,0,0.4,1.3,1.4
3174,1997,regular,Rodrick Rhodes,Small Forward,24,HOU,58,13,1.7,2.2,5.8
3213,1997,regular,Shea Seals,Shooting Guard,22,LAL,4,0,0.0,0.3,1.0
3218,1997,regular,God Shammgod,Point Guard,21,WAS,20,0,1.1,1.4,3.1
3248,1997,regular,Kebu Stewart,Power Forward,24,PHI,15,0,0.5,0.9,2.7
3249,1997,regular,Michael Stewart,Center,22,SAC,81,37,1.0,3.1,4.6
3252,1997,regular,Ed Stokes,Center,26,TOR,4,0,0.5,1.0,0.8
3264,1997,regular,Johnny Taylor,Small Forward,23,ORL,12,0,0.7,1.8,3.2
3265,1997,regular,Maurice Taylor,Power Forward,21,LAC,71,3,1.5,3.1,11.5
3270,1997,regular,John Thomas,Power Forward,22,TOT,54,2,0.9,1.8,2.8
3274,1997,regular,Tim Thomas,Small Forward,20,PHI,77,48,1.5,2.4,11.0
3285,1997,regular,Keith Van Horn,Power Forward,22,NJN,62,62,2.6,3.5,19.7
3290,1997,regular,Jacque Vaughn,Point Guard,22,UTA,45,0,1.2,1.4,3.1
3302,1997,regular,Eric Washington,Shooting Guard,23,DEN,66,36,1.1,2.2,7.7
3308,1997,regular,Bubba Wells,Shooting Guard,23,DAL,39,2,0.8,1.0,3.3
3313,1997,regular,DeJuan Wheat,Point Guard,24,MIN,34,0,0.3,0.4,1.7
3318,1997,regular,Alvin Williams,Shooting Guard,23,TOT,54,13,1.1,1.5,6.0
3321,1997,regular,Brandon Williams,Shooting Guard,22,GSW,9,2,1.0,2.0,4.1
3332,1997,regular,Travis Williams,Small Forward,28,CHH,39,0,0.8,1.4,3.5
3540,1998,regular,Peter Aluma,Center,25,SAC,2,0,1.0,2.0,1.0
3556,1998,regular,Toby Bailey,Shooting Guard,23,PHO,27,10,0.4,0.9,2.9
3557,1998,regular,LaMark Baker,Point Guard,29,TOR,1,0,1.0,0.0,0.0
3569,1998,regular,Corey Benjamin,Point Guard,20,CHI,31,1,0.7,1.5,3.8
3572,1998,regular,Mike Bibby,Point Guard,20,VAN,50,50,2.9,2.4,13.2
3582,1998,regular,Earl Boykins,Point Guard,22,TOT,22,0,0.9,0.9,3.0
3591,1998,regular,Gerald Brown,Shooting Guard,23,PHO,33,0,0.7,0.6,2.4
3611,1998,regular,Cory Carr,Shooting Guard,23,CHI,42,7,1.1,1.6,4.1
3612,1998,regular,Vince Carter,Small Forward,22,TOR,50,49,2.2,2.8,18.3
3624,1998,regular,Keon Clark,Center,23,DEN,28,0,0.8,1.9,3.3
3646,1998,regular,Kornél Dávid,Small Forward,27,CHI,50,6,1.0,1.8,6.2
3652,1998,regular,Ricky Davis,Shooting Guard,19,CHH,46,1,1.2,1.0,4.5
3663,1998,regular,Michael Dickerson,Shooting Guard,23,HOU,50,50,1.3,1.8,10.9
3665,1998,regular,Michael Doleac,Center,21,ORL,49,0,0.5,2.4,6.2
3667,1998,regular,Bryce Drew,Point Guard,24,HOU,34,0,0.9,1.8,3.5
3695,1998,regular,Marlon Garnett,Point Guard,23,BOS,24,0,0.5,0.8,2.1
3697,1998,regular,Pat Garrity,Power Forward,22,PHO,39,9,0.5,1.6,5.6
3709,1998,regular,Paul Grant,Center,25,TOT,6,0,0.3,0.7,0.7
3721,1998,regular,Matt Harpring,Small Forward,22,ORL,50,22,1.5,2.2,8.2
3722,1998,regular,Al Harrington,Power Forward,18,IND,21,0,0.5,1.2,2.1
3729,1998,regular,J.R. Henderson,Small Forward,22,VAN,30,0,0.6,1.0,3.2
3748,1998,regular,Larry Hughes,Point Guard,20,PHI,50,1,1.4,1.9,9.1
3756,1998,regular,Randell Jackson,Power Forward,23,WAS,27,8,1.0,1.1,4.2
3757,1998,regular,Sam Jacobson,Point Guard,23,LAL,2,0,0.5,1.0,4.0
3758,1998,regular,Jerome James,Center,23,SAC,16,0,0.6,0.7,1.5
3759,1998,regular,Antawn Jamison,Small Forward,22,GSW,47,24,1.4,2.2,9.6
3766,1998,regular,Damon Jones,Point Guard,22,TOT,24,0,0.7,1.0,5.2
3777,1998,regular,Jonathan Kerner,Center,24,ORL,1,0,0.0,2.0,0.0
3782,1998,regular,Gerard King,Small Forward,26,SAS,19,0,0.2,0.6,1.2
3790,1998,regular,Raef LaFrentz,Center,22,DEN,12,12,0.8,3.2,13.8
3796,1998,regular,Rashard Lewis,Small Forward,19,SEA,20,7,1.0,1.0,2.4
3800,1998,regular,Felipe López,Shooting Guard,24,VAN,47,32,1.7,2.7,9.3
3801,1998,regular,Tyronn Lue,Point Guard,21,LAL,15,0,0.7,1.9,5.0
3816,1998,regular,Sean Marks,Power Forward,23,TOR,8,0,0.4,0.4,1.4
3823,1998,regular,Kelly McCarty,Shooting Guard,23,DEN,2,0,1.0,0.0,2.0
3826,1998,regular,Jelani McCoy,Center,21,SEA,26,0,0.4,1.6,5.1
3833,1998,regular,Roshown McLeod,Small Forward,23,ATL,34,0,0.7,0.7,4.8
3838,1998,regular,Brad Miller,Center,22,CHH,38,0,0.8,1.7,6.3
3845,1998,regular,Cuttino Mobley,Point Guard,23,HOU,49,37,1.6,2.0,9.9
3846,1998,regular,Nazr Mohammed,Center,21,PHI,26,0,0.5,0.8,1.6
3848,1998,regular,Mikki Moore,Center,23,DET,2,0,0.0,0.0,2.0
3857,1998,regular,Makhtar N'Diaye,Power Forward,25,VAN,4,0,0.3,2.3,1.3
3859,1998,regular,Tyrone Nesby,Small Forward,23,LAC,50,36,1.1,2.9,10.1
3860,1998,regular,Rasho Nesterović,Center,22,MIN,2,0,0.5,2.5,4.0
3863,1998,regular,Dirk Nowitzki,Power Forward,20,DAL,47,24,1.6,2.2,8.2
3873,1998,regular,Michael Olowokandi,Center,23,LAC,45,36,1.9,3.0,8.9
3884,1998,regular,Andrae Patterson,Power Forward,23,MIN,35,0,0.6,1.8,3.3
3885,1998,regular,Ruben Patterson,Small Forward,23,LAL,24,2,0.5,0.7,2.7
3897,1998,regular,Paul Pierce,Small Forward,21,BOS,48,47,2.4,2.9,16.5
3950,1998,regular,Casey Shaw,Center,23,PHI,9,0,0.2,0.2,0.2
3951,1998,regular,Jeff Sheppard,Shooting Guard,24,ATL,18,5,0.4,0.7,2.2
3952,1998,regular,Miles Simon,Shooting Guard,23,ORL,5,0,0.6,0.2,0.4
3954,1998,regular,Alvin Sims,Shooting Guard,24,PHO,4,0,1.5,0.5,2.8
3955,1998,regular,Brian Skinner,Power Forward,22,LAC,21,0,0.9,1.0,4.1
3965,1998,regular,Ryan Stack,Power Forward,23,CLE,18,0,0.5,1.7,2.6
3968,1998,regular,Vladimir Stepania,Center,22,SEA,23,6,1.4,2.5,5.5
3972,1998,regular,Peja Stojaković,Small Forward,21,SAC,48,1,1.1,0.9,8.4
3978,1998,regular,Bruno Šundov,Center,18,DAL,3,0,0.3,1.3,1.3
3988,1998,regular,Robert Traylor,Center,21,MIL,49,43,0.9,2.9,5.3
4007,1998,regular,Bonzi Wells,Small Forward,22,POR,7,0,0.9,0.7,4.4
4013,1998,regular,Tyson Wheeler,Point Guard,23,DEN,1,0,0.0,1.0,4.0
4014,1998,regular,Jahidi White,Power Forward,22,WAS,20,0,0.8,2.0,2.5
4024,1998,regular,Jason Williams,Point Guard,23,SAC,50,50,2.9,1.8,12.8
4032,1998,regular,Shammond Williams,Point Guard,23,ATL,2,0,0.0,0.0,1.5
4038,1998,regular,Trevor Winter,Center,25,MIN,1,0,0.0,5.0,0.0
4042,1998,regular,Korleone Young,Small Forward,20,DET,3,0,0.3,1.0,4.3
4238,1999,regular,Rafer Alston,Point Guard,23,MIL,27,0,1.1,1.1,2.2
4248,1999,regular,Chucky Atkins,Point Guard,25,ORL,82,0,1.7,1.7,9.5
4252,1999,regular,William Avery,Point Guard,20,MIN,59,1,0.7,1.0,2.6
4263,1999,regular,Jonathan Bender,Small Forward,19,IND,24,1,0.3,0.8,2.7
4276,1999,regular,Calvin Booth,Center,23,WAS,11,0,0.5,2.1,3.8
4277,1999,regular,Lazaro Borrell,Small Forward,27,SEA,17,6,0.4,0.5,3.6
4278,1999,regular,Cal Bowdler,Small Forward,22,ATL,46,0,0.5,1.0,2.7
4282,1999,regular,Ryan Bowen,Small Forward,24,DEN,52,0,0.3,1.8,2.5
4283,1999,regular,Ira Bowman,Shooting Guard,26,PHI,11,0,0.1,0.0,0.5
4288,1999,regular,A.J. Bramlett,Center,23,CLE,8,0,0.4,1.6,1.0
4289,1999,regular,Elton Brand,Power Forward,20,CHI,81,80,2.8,3.2,20.1
4301,1999,regular,Greg Buckner,Shooting Guard,23,DAL,48,1,0.8,3.1,5.7
4303,1999,regular,Rodney Buford,Shooting Guard,22,MIA,34,0,0.3,1.3,4.3
4314,1999,regular,Anthony Carter,Point Guard,24,MIA,79,30,2.2,2.1,6.3
4320,1999,regular,John Celestand,Point Guard,22,LAL,16,0,1.0,1.4,2.3
4339,1999,regular,Vonteego Cummings,Point Guard,23,GSW,75,11,1.8,2.3,9.4
4351,1999,regular,Baron Davis,Point Guard,20,CHH,82,0,1.7,2.5,5.9
4362,1999,regular,Derrick Dial,Shooting Guard,24,SAS,8,0,0.8,1.3,5.0
4371,1999,regular,Obinna Ekezie,Power Forward,24,VAN,39,0,0.7,1.6,3.2
4379,1999,regular,Evan Eschmeyer,Center,24,NJN,31,5,0.7,2.7,2.9
4388,1999,regular,Jeff Foster,Center,23,IND,19,0,0.1,0.9,2.3
4391,1999,regular,Steve Francis,Point Guard,22,HOU,77,77,4.0,3.0,18.0
4402,1999,regular,Devean George,Small Forward,22,LAL,49,1,0.4,1.1,3.2
4405,1999,regular,Dion Glover,Shooting Guard,21,ATL,30,1,0.9,0.9,6.5
4411,1999,regular,Adrian Griffin,Shooting Guard,25,BOS,72,47,1.3,3.1,6.7
4414,1999,regular,Richard Hamilton,Shooting Guard,21,WAS,71,12,1.2,2.0,9.0
4432,1999,regular,Chris Herren,Point Guard,24,DEN,45,1,0.9,1.6,3.1
4436,1999,regular,Derek Hood,Power Forward,23,CHH,2,0,0.0,0.0,0.0
4445,1999,regular,Rick Hughes,Power Forward,26,DAL,21,0,0.7,1.4,3.9
4450,1999,regular,Jermaine Jackson,Shooting Guard,23,DET,7,0,1.0,1.0,1.0
4457,1999,regular,Tim James,Small Forward,23,MIA,4,0,0.5,0.3,2.8
4459,1999,regular,Harold Jamison,Power Forward,23,MIA,12,0,0.3,1.4,1.5
4464,1999,regular,DeMarco Johnson,Power Forward,24,NYK,5,0,0.6,1.0,1.2
4473,1999,regular,Jumaine Jones,Small Forward,20,PHI,33,0,0.4,0.3,1.7
4480,1999,regular,Lari Ketner,Power Forward,22,TOT,22,0,0.5,0.9,1.5
4498,1999,regular,Trajan Langdon,Shooting Guard,23,CLE,10,0,0.6,1.6,4.9
4502,1999,regular,Quincy Lewis,Shooting Guard,22,UTA,74,0,0.6,2.1,3.8
4510,1999,regular,Todd MacCulloch,Center,24,PHI,56,6,0.5,1.7,3.7
4513,1999,regular,Corey Maggette,Small Forward,20,ORL,77,5,1.8,2.2,8.4
4519,1999,regular,Shawn Marion,Small Forward,21,PHO,51,38,1.0,2.2,10.2
4541,1999,regular,Andre Miller,Point Guard,23,CLE,82,36,2.0,2.4,11.1
4548,1999,regular,Jason Miskiri,Point Guard,24,CHH,1,0,0.0,2.0,0.0
4570,1999,regular,Lamar Odom,Small Forward,20,LAC,76,70,3.4,3.8,16.6
4581,1999,regular,Scott Padgett,Power Forward,23,UTA,47,9,0.5,1.2,2.6
4582,1999,regular,Milt Palacio,Point Guard,21,VAN,53,0,0.8,0.6,2.0
4601,1999,regular,James Posey,Small Forward,23,DEN,81,77,1.2,2.6,8.2
4604,1999,regular,Laron Profit,Shooting Guard,22,WAS,33,1,0.6,0.8,1.5
4605,1999,regular,Aleksandar Radojević,Center,23,TOR,3,0,1.7,1.7,2.3
4619,1999,regular,Ryan Robertson,Shooting Guard,23,SAC,1,0,0.0,0.0,5.0
4622,1999,regular,Eddie Robinson,Small Forward,23,CHH,67,8,0.6,1.0,7.0
4631,1999,regular,Michael Ruffin,Power Forward,23,CHI,71,6,0.8,2.4,2.2
4666,1999,regular,Wally Szczerbiak,Small Forward,22,MIN,73,53,1.1,2.4,11.6
4672,1999,regular,Jason Terry,Point Guard,22,ATL,81,27,1.9,1.6,8.1
4673,1999,regular,Jamel Thomas,Small Forward,26,TOT,7,0,0.7,0.3,2.4
4677,1999,regular,Kenny Thomas,Power Forward,22,HOU,72,29,1.6,2.3,8.3
4683,1999,regular,Mirsad Türkcan,Power Forward,23,TOT,17,0,0.5,0.8,1.9
4686,1999,regular,Wayne Turner,Point Guard,23,BOS,3,0,1.0,1.3,1.3
4720,1999,regular,Dedric Willoughby,Point Guard,25,CHI,25,1,1.5,1.3,7.6
4725,1999,regular,Metta World Peace,Small Forward,20,CHI,72,63,2.3,2.2,12.0
4727,1999,regular,Tim Young,Center,23,GSW,25,0,0.4,0.7,2.2
4913,2000,regular,Courtney Alexander,Point Guard,23,TOT,65,24,1.2,2.1,9.5
4929,2000,regular,Dalibor Bagarić,Center,20,CHI,35,0,0.6,1.3,1.3
4931,2000,regular,Erick Barkley,Point Guard,22,POR,8,0,0.6,0.3,2.4
4936,2000,regular,Raja Bell,Shooting Guard,24,PHI,5,0,0.4,0.2,1.0
4947,2000,regular,Mark Blount,Center,25,BOS,64,50,1.0,2.9,3.9
4980,2000,regular,Brian Cardinal,Power Forward,23,DET,15,0,0.6,1.8,2.1
4998,2000,regular,Mateen Cleaves,Point Guard,23,DET,78,8,1.8,2.0,5.4
5002,2000,regular,Jason Collier,Center,23,HOU,23,0,0.5,1.2,3.1
5003,2000,regular,Sean Colson,Point Guard,25,TOT,13,0,0.2,0.5,1.2
5008,2000,regular,Jamal Crawford,Point Guard,20,CHI,61,8,1.4,1.1,4.6
5041,2000,regular,Keyon Dooling,Point Guard,20,LAC,76,1,1.2,1.4,5.9
5052,2000,regular,Khalid El-Amin,Point Guard,21,CHI,50,14,1.1,2.0,6.3
5063,2000,regular,Marcus Fizer,Power Forward,22,CHI,72,13,1.7,2.4,9.5
5072,2000,regular,Rubén Garcés,Power Forward,27,TOT,13,0,0.4,1.1,1.2
5082,2000,regular,Eddie Gill,Point Guard,22,NJN,8,0,1.3,1.1,4.9
5086,2000,regular,Steve Goodrich,Power Forward,24,CHI,12,0,0.7,1.2,1.6
5093,2000,regular,A.J. Guyton,Point Guard,22,CHI,33,8,0.7,1.1,6.0
5096,2000,regular,Zendon Hamilton,Center,25,LAC,3,0,0.7,1.3,3.0
5107,2000,regular,Jason Hart,Point Guard,22,MIL,1,0,2.0,0.0,2.0
5109,2000,regular,Donnell Harvey,Power Forward,20,DAL,18,0,0.4,0.8,1.2
5119,2000,regular,Eddie House,Point Guard,22,MIA,50,0,0.7,1.2,5.0
5134,2000,regular,Marc Jackson,Center,26,GSW,48,35,1.9,2.9,13.2
5138,2000,regular,Stephen Jackson,Small Forward,22,NJN,77,40,1.7,2.2,8.2
5146,2000,regular,DerMarr Johnson,Small Forward,20,ATL,78,21,1.2,1.7,5.1
5153,2000,regular,Garth Joseph,Center,27,TOT,4,0,0.5,0.3,0.5
5175,2000,regular,Dan Langhi,Small Forward,23,HOU,33,0,0.2,0.5,2.7
5180,2000,regular,Art Long,Small Forward,28,SAC,9,0,0.2,0.6,0.0
