,Year,Season,Player,Pos,Age,Tm,G,GS,TOV,PF,PTS
5190,2000,regular,Mark Madsen,Power Forward,25,LAL,70,3,0.4,1.6,2.0
5192,2000,regular,Jamaal Magloire,Center,22,CHH,74,0,0.8,1.9,4.6
5201,2000,regular,Kenyon Martin,Power Forward,23,NJN,68,68,2.0,4.1,12.0
5204,2000,regular,Desmond Mason,Small Forward,23,SEA,78,14,0.7,1.9,5.9
5210,2000,regular,Dan McClintock,Center,23,DEN,6,1,0.5,1.8,3.0
5222,2000,regular,Paul McPherson,Point Guard,22,TOT,55,0,0.9,1.5,4.8
5225,2000,regular,Stanislav Medvedenko,Power Forward,21,LAL,7,0,0.4,1.3,4.6
5227,2000,regular,Chris Mihm,Center,21,CLE,59,43,1.4,2.6,7.6
5228,2000,regular,Darius Miles,Small Forward,19,LAC,81,21,1.8,2.4,9.4
5235,2000,regular,Mike Miller,Small Forward,20,ORL,82,62,1.2,2.4,11.9
5244,2000,regular,Jérôme Moïso,Center,22,BOS,24,0,0.8,1.2,1.5
5249,2000,regular,Hanno Möttölä,Small Forward,24,ATL,73,3,0.9,2.2,4.4
5259,2000,regular,Mamadou N'Diaye,Center,25,TOR,3,0,0.0,1.0,1.3
5260,2000,regular,Lee Nailon,Small Forward,25,CHH,42,0,0.6,1.4,3.9
5261,2000,regular,Eduardo Nájera,Power Forward,24,DAL,40,4,0.4,1.2,3.3
5267,2000,regular,Ira Newble,Small Forward,26,SAS,27,6,0.3,0.7,2.0
5287,2000,regular,Olumide Oyedeji,Center,19,SEA,30,1,0.4,1.3,1.5
5291,2000,regular,Andy Panko,Small Forward,23,ATL,1,0,0.0,0.0,0.0
5298,2000,regular,Mike Penberthy,Point Guard,26,LAL,53,0,0.6,1.1,5.0
5305,2000,regular,Morris Peterson,Shooting Guard,23,TOR,80,49,1.0,2.1,9.3
5312,2000,regular,Chris Porter,Small Forward,22,GSW,51,35,1.2,2.2,8.6
5315,2000,regular,Lavor Postell,Shooting Guard,22,NYK,26,0,0.7,0.5,2.3
5319,2000,regular,Joel Przybilla,Center,21,MIL,33,13,0.4,1.7,0.8
5322,2000,regular,Michael Redd,Shooting Guard,21,MIL,6,0,0.2,0.3,2.2
5327,2000,regular,Quentin Richardson,Shooting Guard,20,LAC,76,28,0.8,1.3,8.1
5330,2000,regular,Terrance Roberson,Small Forward,24,CHH,3,0,0.7,1.0,0.0
5335,2000,regular,Jamal Robinson,Small Forward,27,MIA,6,0,0.5,1.2,1.0
5348,2000,regular,Soumaila Samake,Center,22,NJN,34,0,0.1,0.7,1.4
5349,2000,regular,Pepe Sánchez,Point Guard,23,TOT,29,0,0.2,0.7,0.7
5352,2000,regular,Daniel Santiago,Center,24,PHO,54,2,0.9,1.9,3.1
5358,2000,regular,Jabari Smith,Center,23,SAC,9,0,0.3,0.8,2.9
5361,2000,regular,Mike Smith,Small Forward,24,WAS,17,0,0.4,0.5,3.0
5370,2000,regular,DeShawn Stevenson,Shooting Guard,19,UTA,40,2,0.7,0.7,2.2
5388,2000,regular,Stromile Swift,Power Forward,21,VAN,80,6,0.8,2.0,4.9
5391,2000,regular,Dragan Tarlać,Center,27,CHI,43,12,0.9,2.2,2.4
5401,2000,regular,Jake Tsakalidis,Center,21,PHO,57,39,1.2,2.4,4.5
5402,2000,regular,Hedo Türkoğlu,Small Forward,21,SAC,74,7,0.7,1.9,5.3
5405,2000,regular,David Vanterpool,Point Guard,27,WAS,22,0,1.7,2.0,5.5
5410,2000,regular,Jake Voskuhl,Center,23,CHI,16,2,0.8,2.4,1.9
5442,2000,regular,Rubén Wolkowyski,Power Forward,27,SEA,34,1,0.4,1.1,2.2
5445,2000,regular,Wang Zhizhi,Center,23,DAL,5,0,0.2,1.6,4.8
5642,2001,regular,Malik Allen,Power Forward,23,MIA,12,2,0.2,1.3,4.3
5646,2001,regular,Chris Andersen,Center,23,DEN,24,1,0.5,1.5,3.0
5654,2001,regular,Gilbert Arenas,Point Guard,20,GSW,47,30,2.1,2.4,10.9
5655,2001,regular,Brandon Armstrong,Shooting Guard,21,NJN,35,0,0.2,0.7,1.8
5657,2001,regular,Carlos Arroyo,Point Guard,22,TOT,37,1,0.6,0.8,3.0
5670,2001,regular,Mengke Bateer,Center,26,DEN,27,10,1.2,3.5,5.1
5672,2001,regular,Shane Battier,Small Forward,23,MEM,78,78,2.0,2.8,14.4
5673,2001,regular,Charlie Bell,Shooting Guard,22,TOT,7,0,0.7,0.4,1.1
5687,2001,regular,Ruben Boumtje-Boumtje,Center,23,POR,33,1,0.4,1.2,1.2
5693,2001,regular,Michael Bradley,Power Forward,22,TOR,26,0,0.2,0.4,1.2
5697,2001,regular,Jamison Brewer,Shooting Guard,21,IND,13,0,0.2,0.2,0.3
5698,2001,regular,Primož Brezec,Center,22,IND,22,4,0.3,1.3,2.0
5700,2001,regular,Damone Brown,Small Forward,22,PHI,17,0,0.5,0.6,1.4
5702,2001,regular,Ernest Brown,Center,22,MIA,3,0,1.0,1.3,1.0
5703,2001,regular,Kedrick Brown,Small Forward,20,BOS,29,5,0.2,0.6,2.2
5704,2001,regular,Kwame Brown,Power Forward,19,WAS,57,3,0.8,1.8,4.5
5707,2001,regular,Tierre Brown,Shooting Guard,22,HOU,40,1,1.0,0.7,3.1
5726,2001,regular,Tyson Chandler,Center,19,CHI,71,31,1.4,2.5,6.1
5731,2001,regular,Speedy Claxton,Point Guard,23,PHI,67,18,1.4,2.2,7.2
5736,2001,regular,Jarron Collins,Center,23,UTA,70,68,0.8,3.3,6.4
5737,2001,regular,Jason Collins,Center,23,NJN,77,9,0.9,2.2,4.5
5740,2001,regular,Joe Crispin,Point Guard,22,TOT,21,0,0.5,0.5,3.8
5747,2001,regular,Eddy Curry,Center,19,CHI,72,31,1.0,2.4,6.7
5749,2001,regular,Samuel Dalembert,Center,20,PHI,34,0,0.4,0.9,1.5
5767,2001,regular,DeSagana Diop,Center,20,CLE,18,1,0.7,1.1,1.4
5772,2001,regular,Predrag Drobnjak,Center,26,SEA,64,12,0.8,1.7,6.8
5779,2001,regular,Maurice Evans,Shooting Guard,23,MIN,10,0,0.2,0.9,2.1
5785,2001,regular,Isaac Fontaine,Shooting Guard,26,MEM,6,0,0.7,1.0,1.8
5786,2001,regular,Alton Ford,Power Forward,20,PHO,53,0,0.6,1.9,3.1
5787,2001,regular,Joseph Forte,Shooting Guard,20,BOS,8,0,0.4,0.1,0.8
5791,2001,regular,Antonis Fotsis,Power Forward,20,MEM,28,1,0.8,0.8,3.9
5792,2001,regular,Tremaine Fowlkes,Small Forward,25,LAC,22,17,0.6,1.8,3.4
5802,2001,regular,Pau Gasol,Center,21,MEM,82,79,2.7,2.4,17.6
5813,2001,regular,Eddie Griffin,Power Forward,19,HOU,73,24,0.6,1.6,8.8
5818,2001,regular,Tang Hamilton,Small Forward,23,MIA,9,2,0.2,1.1,2.2
5833,2001,regular,Trenton Hassell,Shooting Guard,22,CHI,78,47,1.3,2.4,8.7
5834,2001,regular,Kirk Haston,Power Forward,22,CHH,15,0,0.2,0.6,1.7
5835,2001,regular,Brendan Haywood,Center,22,WAS,62,2,0.8,2.5,5.1
5850,2001,regular,Steven Hunter,Center,20,ORL,53,21,0.3,1.5,3.6
5863,2001,regular,Mike James,Point Guard,26,MIA,15,0,0.9,1.1,2.8
5867,2001,regular,Richard Jefferson,Small Forward,21,NJN,79,9,1.4,2.7,9.4
5874,2001,regular,Joe Johnson,Shooting Guard,20,TOT,77,60,0.9,1.5,7.5
5877,2001,regular,Alvin Jones,Center,23,PHI,23,2,0.5,1.5,1.1
5886,2001,regular,Andrei Kirilenko,Small Forward,20,UTA,82,40,1.3,1.9,10.7
5954,2001,regular,Terence Morris,Small Forward,23,HOU,68,12,0.7,1.1,3.8
5957,2001,regular,Troy Murphy,Power Forward,21,GSW,82,4,1.0,2.6,5.9
5976,2001,regular,Dean Oliver,Point Guard,23,GSW,20,0,0.6,0.8,2.1
5992,2001,regular,Tony Parker,Point Guard,19,SAS,77,72,2.0,2.2,9.2
6012,2001,regular,Vladimir Radmanović,Power Forward,21,SEA,61,16,1.2,2.0,6.7
6013,2001,regular,Zach Randolph,Power Forward,20,POR,41,0,0.4,0.7,2.8
6015,2001,regular,Željko Rebrača,Center,29,DET,74,4,1.1,2.6,6.9
6022,2001,regular,Jason Richardson,Shooting Guard,21,GSW,80,75,2.0,2.4,14.4
6023,2001,regular,Norm Richardson,Shooting Guard,22,TOT,11,0,0.3,0.5,2.7
6046,2001,regular,Jeryl Sasser,Shooting Guard,22,ORL,7,0,0.3,0.4,1.4
6047,2001,regular,Kenny Satterfield,Point Guard,20,DEN,36,4,1.5,1.2,5.3
6048,2001,regular,Brian Scalabrine,Power Forward,23,NJN,28,0,0.9,1.4,2.1
6050,2001,regular,Ansu Sesay,Small Forward,25,SEA,9,0,0.2,2.0,6.4
6052,2001,regular,Bobby Simmons,Small Forward,21,WAS,30,3,0.5,1.0,3.7
6063,2001,regular,Leon Smith,Center,21,ATL,14,0,0.2,0.9,2.2
6066,2001,regular,Will Solomon,Shooting Guard,23,MEM,62,4,1.0,1.2,5.2
6086,2001,regular,Etan Thomas,Center,23,WAS,47,0,0.6,1.6,4.3
6090,2001,regular,Jamaal Tinsley,Point Guard,23,IND,80,78,3.4,3.1,9.4
6091,2001,regular,Óscar Torres,Shooting Guard,25,HOU,65,13,0.8,1.0,6.0
6094,2001,regular,Jeff Trepagnier,Shooting Guard,22,CLE,12,0,0.9,0.7,1.5
6101,2001,regular,Ratko Varda,Center,22,DET,1,0,1.0,3.0,5.0
6107,2001,regular,Gerald Wallace,Small Forward,19,SAC,54,1,0.4,0.9,3.2
6111,2001,regular,Earl Watson,Point Guard,22,SEA,64,0,0.8,1.5,3.6
6117,2001,regular,Rodney White,Small Forward,21,DET,16,0,0.9,0.4,3.5
6130,2001,regular,Loren Woods,Center,23,MIN,60,0,0.6,1.0,1.8
6337,2002,regular,Robert Archibald,Power Forward,22,MEM,12,0,0.6,0.8,1.6
6348,2002,regular,Maceo Baston,Power Forward,27,TOR,16,0,0.4,1.0,2.5
6350,2002,regular,Mike Batiste,Power Forward,25,MEM,75,2,0.9,1.6,6.4
6353,2002,regular,Lonny Baxter,Center,24,CHI,55,0,0.8,2.5,4.8
6365,2002,regular,Carlos Boozer,Power Forward,21,CLE,81,54,1.3,2.8,10.0
6373,2002,regular,J.R. Bremer,Point Guard,22,BOS,64,41,0.9,1.3,8.3
6377,2002,regular,Devin Brown,Shooting Guard,24,TOT,10,2,0.9,1.4,3.0
6392,2002,regular,Pat Burke,Center,29,ORL,62,8,0.8,1.6,4.3
6393,2002,regular,Caron Butler,Small Forward,22,MIA,78,78,2.5,2.9,15.4
6394,2002,regular,Rasual Butler,Shooting Guard,23,MIA,72,28,1.1,1.5,7.5
6435,2002,regular,Dan Dickau,Point Guard,24,ATL,50,0,1.1,1.3,3.7
6439,2002,regular,Juan Dixon,Point Guard,24,WAS,42,3,1.0,1.3,6.4
6446,2002,regular,Mike Dunleavy,Small Forward,22,GSW,82,3,1.0,1.5,5.7
6449,2002,regular,Melvin Ely,Center,24,LAC,52,7,1.0,1.8,4.5
6451,2002,regular,Reggie Evans,Power Forward,22,SEA,67,60,0.8,2.6,3.2
6466,2002,regular,Dan Gadzuric,Center,24,MIL,49,30,0.6,2.6,3.4
6472,2002,regular,Manu Ginóbili,Shooting Guard,25,SAS,69,5,1.4,2.5,7.6
6473,2002,regular,Gordan Giriček,Power Forward and Small Forward,25,TOT,76,62,1.9,2.1,12.3
6480,2002,regular,Drew Gooden,Power Forward and Small Forward,21,TOT,70,47,2.1,2.5,12.5
6489,2002,regular,Marcus Haislip,Power Forward,22,MIL,39,8,0.5,1.4,4.1
6496,2002,regular,Adam Harrington,Shooting Guard,22,TOT,19,0,0.1,0.4,1.6
6500,2002,regular,Junior Harrington,Point Guard,22,DEN,82,51,1.9,3.0,5.1
6507,2002,regular,Juaquin Hawkins,Shooting Guard,29,HOU,58,10,0.5,1.0,2.3
6510,2002,regular,Nenê Hilário,Center,20,DEN,80,53,2.3,3.7,10.5
6521,2002,regular,Nate Huffman,Center,27,TOR,7,0,0.4,1.9,3.3
6523,2002,regular,Ryan Humphrey,Power Forward,23,TOT,48,1,0.5,1.6,1.9
6538,2002,regular,Casey Jacobsen,Small Forward,21,PHO,72,0,0.8,1.3,5.1
6542,2002,regular,Marko Jarić,Small Forward,24,LAC,66,12,1.6,1.9,7.4
6543,2002,regular,Chris Jefferies,Small Forward,22,TOR,51,10,0.9,1.1,3.9
6545,2002,regular,Jared Jeffries,Small Forward,21,WAS,20,1,1.1,1.4,4.0
6550,2002,regular,Ken Johnson,Center,24,MIA,16,0,0.4,1.3,2.0
6553,2002,regular,Fred Jones,Shooting Guard,23,IND,19,1,0.3,0.7,1.2
6567,2002,regular,Sean Lampley,Small Forward,23,MIA,35,0,0.7,1.2,4.8
6579,2002,regular,Tito Maddox,Shooting Guard,21,HOU,9,0,0.3,0.4,1.2
6597,2002,regular,Roger Mason,Small Forward,22,CHI,17,0,0.3,1.2,1.8
6616,2002,regular,Yao Ming*,Center,22,HOU,82,72,2.1,2.8,13.5
6625,2002,regular,Ronald Murray,Shooting Guard,23,TOT,14,0,0.6,0.0,1.9
6631,2002,regular,Boštjan Nachbar,Small Forward,22,HOU,14,1,0.4,0.9,2.1
6643,2002,regular,Mehmet Okur,Power Forward,23,DET,72,9,0.9,2.3,6.9
6651,2002,regular,Chris Owens,Small Forward,23,MEM,1,0,1.0,0.0,4.0
6656,2002,regular,Jannero Pargo,Point Guard,23,LAL,34,0,0.7,1.3,2.5
6657,2002,regular,Smush Parker,Point Guard,21,CLE,66,18,2.0,1.6,6.2
6676,2002,regular,Tayshaun Prince,Small Forward,22,DET,42,5,0.5,0.6,3.3
6679,2002,regular,Igor Rakočević,Point Guard,24,MIN,42,0,0.5,0.6,1.9
6685,2002,regular,Efthimi Rentzias,Center,27,PHI,35,0,0.1,0.6,1.5
6689,2002,regular,Antoine Rigaudeau,Shooting Guard,31,DAL,11,0,0.5,1.0,1.5
6698,2002,regular,Guy Rucker,Power Forward,25,GSW,3,0,0.0,0.3,0.0
6699,2002,regular,Kareem Rush,Point Guard,22,LAL,76,0,0.8,0.9,3.0
6702,2002,regular,John Salmons,Point Guard,23,PHI,64,1,0.5,0.8,2.1
6704,2002,regular,Jamal Sampson,Power Forward,19,MIL,5,0,0.0,0.0,0.0
6710,2002,regular,Predrag Savović,Shooting Guard,26,DEN,27,0,0.8,1.2,3.1
6714,2002,regular,Paul Shirley,Power Forward,25,ATL,2,0,0.0,0.0,0.0
6718,2002,regular,Tamar Slay,Shooting Guard,22,NJN,36,0,0.6,0.9,2.6
6731,2002,regular,Amar'e Stoudemire,Power Forward,20,PHO,82,71,2.3,3.3,13.5
6752,2002,regular,Cezary Trybański,Center,23,MEM,15,0,0.5,0.9,0.9
6754,2002,regular,Nikoloz Tskitishvili,Small Forward,19,DEN,81,16,1.0,1.7,3.9
6760,2002,regular,Dajuan Wagner,Shooting Guard,19,CLE,47,24,1.8,2.3,13.4
6771,2002,regular,Jiří Welsch,Small Forward,23,GSW,37,0,0.5,0.9,1.6
6778,2002,regular,Chris Wilcox,Power Forward,20,LAC,46,3,0.6,1.4,3.7
6779,2002,regular,Mike Wilks,Power Forward and Small Forward,23,TOT,46,7,0.6,1.5,3.2
6786,2002,regular,Frank Williams,Point Guard,22,NYK,21,0,0.8,1.0,1.3
6788,2002,regular,Jay Williams,Point Guard,21,CHI,75,54,2.3,2.4,9.5
6800,2002,regular,Qyntel Woods,Power Forward,21,POR,53,0,0.4,0.7,2.4
6803,2002,regular,Vincent Yarbrough,Shooting Guard,21,DEN,59,39,1.4,2.5,6.9
7002,2003,regular,Carmelo Anthony,Small Forward,19,DEN,82,82,3.0,2.7,21.0
7018,2003,regular,Marcus Banks,Point Guard,22,BOS,81,2,1.5,2.1,5.9
7019,2003,regular,Leandro Barbosa,Point Guard,21,PHO,70,46,1.7,2.6,7.9
7020,2003,regular,Matt Barnes,Small Forward,23,LAC,38,9,1.2,2.0,4.5
7033,2003,regular,Jerome Beasley,Power Forward,23,MIA,2,0,0.0,0.0,1.0
7035,2003,regular,Troy Bell,Point Guard,23,MEM,6,0,1.0,1.0,1.8
7040,2003,regular,Steve Blake,Point Guard,23,WAS,75,14,1.7,1.3,5.9
7045,2003,regular,Keith Bogans,Small Forward,23,ORL,73,36,1.0,1.8,6.8
7048,2003,regular,Curtis Borchardt,Center,23,UTA,16,0,1.1,2.5,3.6
7049,2003,regular,Chris Bosh,Center,19,TOR,75,63,1.4,2.9,11.5
7058,2003,regular,Torraye Braggs,Power Forward,27,TOT,15,0,0.9,1.9,2.7
7084,2003,regular,Žarko Čabarkapa,Power Forward,22,PHO,49,4,1.1,1.5,4.1
7088,2003,regular,Matt Carroll,Shooting Guard,23,TOT,16,0,0.4,0.5,1.2
7092,2003,regular,Maurice Carter,Shooting Guard,27,TOT,10,0,0.9,1.0,4.2
7109,2003,regular,Brian Cook,Center,23,LAL,35,2,0.5,1.8,4.4
7110,2003,regular,Omar Cook,Point Guard,22,POR,17,0,0.6,0.8,0.8
7119,2003,regular,Marquis Daniels,Shooting Guard,23,DAL,56,15,0.8,0.9,8.5
7128,2003,regular,Josh Davis,Power Forward,23,ATL,4,1,0.5,0.8,1.3
7135,2003,regular,Boris Diaw,Shooting Guard,21,ATL,76,37,1.7,2.5,4.5
7139,2003,regular,Kaniel Dickens,Power Forward,25,POR,3,0,0.3,1.0,2.3
7151,2003,regular,Ronald Dupree,Small Forward,23,CHI,47,8,1.1,2.9,6.2
7152,2003,regular,Ndudi Ebi,Small Forward,19,MIN,17,0,0.2,0.4,0.8
7156,2003,regular,Francisco Elson,Center,27,DEN,62,14,0.6,2.3,3.5
7159,2003,regular,Desmond Ferguson,Small Forward,26,POR,7,0,0.1,0.0,1.9
7164,2003,regular,T.J. Ford,Point Guard,20,MIL,55,55,2.5,2.2,7.1
7170,2003,regular,Richie Frahm,Small Forward,26,SEA,54,0,0.1,0.9,3.4
7172,2003,regular,Hiram Fuller,Power Forward,22,ATL,4,0,1.0,1.3,2.0
7174,2003,regular,Reece Gaines,Point Guard,23,ORL,38,1,0.5,0.6,1.8
7175,2003,regular,Alex Garcia,Shooting Guard,23,SAS,2,0,0.5,0.0,1.5
7196,2003,regular,Willie Green,Shooting Guard,22,PHI,53,0,1.1,1.6,6.9
7205,2003,regular,Ben Handlogten,Center,30,UTA,17,0,0.6,1.9,4.0
7206,2003,regular,Travis Hansen,Small Forward,25,ATL,41,4,0.4,1.6,3.0
7218,2003,regular,Udonis Haslem,Power Forward,23,MIA,75,24,1.0,2.6,7.3
7220,2003,regular,Jarvis Hayes,Small Forward,22,WAS,70,42,1.6,2.2,9.6
7226,2003,regular,Kirk Hinrich,Point Guard,23,CHI,76,66,2.7,3.6,12.0
7231,2003,regular,Josh Howard,Small Forward,23,DAL,67,29,1.0,2.5,8.6
7236,2003,regular,Brandon Hunter,Power Forward,23,BOS,36,12,0.6,1.1,3.5
7248,2003,regular,LeBron James,Shooting Guard,19,CLE,79,79,3.5,1.9,20.9
7259,2003,regular,Britton Johnsen,Center,24,ORL,20,4,0.7,1.4,2.1
7265,2003,regular,Linton Johnson,Small Forward,23,CHI,41,20,0.9,2.2,4.2
7266,2003,regular,Dahntay Jones,Shooting Guard,23,MEM,20,0,0.6,1.2,1.8
7270,2003,regular,James Jones,Small Forward,23,IND,6,0,0.0,0.2,1.2
7273,2003,regular,Chris Kaman,Center,21,LAC,82,61,1.9,2.6,6.1
7274,2003,regular,Jason Kapono,Small Forward,22,CLE,41,3,0.5,1.0,3.5
7282,2003,regular,Kyle Korver,Small Forward,22,PHI,74,0,0.6,1.4,4.5
7286,2003,regular,Maciej Lampe,Center,18,PHO,21,0,0.7,1.3,4.6
7296,2003,regular,Raül López,Point Guard,23,UTA,82,11,2.1,2.4,7.0
7329,2003,regular,Keith McLeod,Point Guard,24,MIN,33,0,0.9,1.2,2.7
7338,2003,regular,Darko Miličić,Center,18,DET,34,0,0.4,1.0,1.4
7384,2003,regular,Travis Outlaw,Power Forward,19,POR,8,0,0.1,0.1,1.0
7388,2003,regular,Zaza Pachulia,Center,19,ORL,59,2,0.6,1.5,3.3
7399,2003,regular,Sasha Pavlović,Small Forward,20,UTA,79,14,0.8,2.4,4.8
7402,2003,regular,Desmond Penigar,Power Forward,22,ORL,10,0,0.6,1.4,3.2
7403,2003,regular,Kirk Penney,Shooting Guard,23,MIA,2,0,1.5,0.5,1.5
7404,2003,regular,Kendrick Perkins,Center,19,BOS,10,0,0.5,0.6,2.2
7412,2003,regular,Mickaël Piétrus,Point Guard,21,GSW,53,22,0.8,1.9,5.3
7414,2003,regular,Zoran Planinić,Shooting Guard,21,NJN,49,1,0.7,1.4,3.1
7436,2003,regular,Luke Ridnour,Point Guard,22,SEA,69,6,1.2,1.5,5.5
7464,2003,regular,Theron Smith,Small Forward,23,MEM,20,0,0.7,0.9,2.2
7466,2003,regular,Darius Songaila,Power Forward,25,SAC,73,7,0.6,1.7,4.6
7489,2003,regular,Mike Sweetney,Power Forward,21,NYK,42,1,0.8,1.4,4.3
7510,2003,regular,Ime Udoka,Small Forward,26,LAL,4,0,0.8,0.8,2.0
7517,2003,regular,Slavko Vraneš,Center,21,POR,1,0,0.0,1.0,0.0
7518,2003,regular,Dwyane Wade,Point Guard,22,MIA,61,56,3.2,2.3,16.2
7529,2003,regular,Luke Walton,Power Forward,23,LAL,72,2,0.6,1.0,2.4
7543,2003,regular,David West,Power Forward,23,NOH,71,1,0.7,1.6,3.8
7561,2003,regular,Mo Williams,Shooting Guard,21,UTA,57,0,0.9,1.5,5.0
7772,2004,regular,Tony Allen,Shooting Guard,23,BOS,77,34,1.0,2.0,6.4
7783,2004,regular,Rafael Araújo,Center,24,TOR,59,41,0.9,2.7,3.3
7785,2004,regular,Trevor Ariza,Small Forward,19,NYK,80,12,0.9,1.9,5.9
7794,2004,regular,Maurice Baker,Point Guard,25,TOT,5,0,0.2,0.6,0.0
7803,2004,regular,Andre Barrett,Point Guard,22,TOT,38,1,0.7,1.3,3.1
7817,2004,regular,Andris Biedriņš,Center,18,GSW,30,1,0.4,2.9,3.6
7821,2004,regular,Tony Bobbitt,Shooting Guard,25,LAL,2,0,0.0,0.5,2.5
7823,2004,regular,Matt Bonner,Center,24,TOR,82,0,0.5,2.7,7.2
7852,2004,regular,Antonio Burks,Point Guard,24,MEM,24,0,0.5,1.0,3.0
7854,2004,regular,Jackie Butler,Center,19,NYK,3,0,0.3,0.0,3.3
7864,2004,regular,Geno Carlisle,Shooting Guard,28,POR,6,0,0.2,0.2,1.3
7872,2004,regular,Lionel Chalmers,Point Guard,24,LAC,36,0,0.7,0.8,3.1
7875,2004,regular,Josh Childress,Shooting Guard,21,ATL,80,44,1.3,2.3,10.1
7887,2004,regular,Nick Collison,Center,24,SEA,82,4,0.8,3.1,5.6
7897,2004,regular,Erik Daniels,Small Forward,22,SAC,21,0,0.3,0.3,0.6
7909,2004,regular,Carlos Delfino,Shooting Guard,22,DET,30,4,0.8,1.5,3.9
7911,2004,regular,Luol Deng,Small Forward,19,CHI,61,45,1.9,1.6,11.7
7923,2004,regular,Chris Duhon,Point Guard,22,CHI,82,73,1.5,2.5,5.9
7928,2004,regular,Corsley Edwards,Center,25,NOH,10,0,0.2,1.9,2.7
7929,2004,regular,John Edwards,Center,23,IND,25,1,0.3,0.5,1.2
7934,2004,regular,Andre Emmett,Shooting Guard,22,MEM,8,0,0.1,0.5,0.9
7940,2004,regular,Luis Flores,Point Guard,23,TOT,16,0,0.7,0.6,2.2
7949,2004,regular,Matt Freije,Power Forward,23,NOH,23,11,0.7,1.7,4.0
7969,2004,regular,Ben Gordon,Shooting Guard,21,CHI,82,3,2.3,2.7,15.1
7987,2004,regular,Devin Harris,Point Guard,21,DAL,76,19,1.1,1.8,5.7
7989,2004,regular,David Harrison,Center,22,IND,43,14,1.2,3.1,6.1
8007,2004,regular,Dwight Howard,Power Forward,19,ORL,82,82,2.0,2.8,12.0
8013,2004,regular,Kris Humphries,Power Forward,19,UTA,67,4,0.8,1.4,4.1
8017,2004,regular,Andre Iguodala,Shooting Guard,21,PHI,82,82,1.7,2.5,9.0
8019,2004,regular,Didier Ilunga-Mbenga,Center,24,DAL,15,1,0.3,0.9,1.0
8021,2004,regular,Royal Ivey,Point Guard,23,ATL,62,5,0.9,2.3,3.5
8027,2004,regular,Luke Jackson,Small Forward,23,CLE,10,0,0.2,0.4,2.9
8040,2004,regular,Al Jefferson,Power Forward,20,BOS,71,1,0.9,2.7,6.7
8043,2004,regular,Horace Jenkins,Point Guard,30,DET,15,0,0.5,0.4,2.8
8056,2004,regular,Mark Jones,Small Forward,29,ORL,10,0,0.3,1.6,2.3
8059,2004,regular,Mario Kasun,Center,24,ORL,45,0,0.6,1.9,2.6
8060,2004,regular,Viktor Khryapa,Small Forward,22,POR,32,5,1.0,2.5,4.2
8064,2004,regular,Brandin Knight,Point Guard,23,HOU,1,0,0.0,0.0,0.0
8067,2004,regular,Nenad Krstić,Power Forward,21,NJN,75,57,1.5,3.7,10.0
8069,2004,regular,Ibo Kutluay,Shooting Guard,30,SEA,5,0,0.4,0.2,0.0
8078,2004,regular,Shaun Livingston,Point Guard,19,LAC,30,15,2.5,2.7,7.4
8093,2004,regular,Kevin Martin,Point Guard,21,SAC,45,0,0.5,0.8,2.9
8143,2004,regular,Jameer Nelson,Point Guard,22,ORL,79,21,1.5,2.5,8.7
8146,2004,regular,Andrés Nocioni,Small Forward,25,CHI,81,38,1.7,2.6,8.4
8154,2004,regular,Emeka Okafor,Power Forward,22,CHA,73,73,1.7,2.9,15.1
8183,2004,regular,Pavel Podkolzin,Center,20,DAL,5,0,0.4,0.8,0.2
